0,0,5
0,1,2
1,0,5
1,1,2
2,0,5
2,1,2
3,0,5
3,1,2
4,0,5
4,1,2
5,0,5
5,1,2
6,0,5
6,1,2
7,0,5
7,1,2
8,0,5
8,1,2
9,0,5
9,1,2
10,0,5
10,1,2
11,0,5
11,1,2
12,0,5
12,1,2
13,0,5
13,1,2
14,0,5
14,1,2
15,0,5
15,1,2
16,0,5
16,1,2
17,0,5
17,1,2
18,0,5
18,1,2
19,0,5
19,1,2
20,0,5
20,1,2
21,0,5
21,1,2
22,0,5
22,1,2
23,0,5
23,1,2
24,0,5
24,1,2
25,0,5
25,1,2
26,0,5
26,1,2
27,0,4
27,1,2
28,0,4
28,1,2
29,0,4
29,1,2
30,0,4
30,1,2
31,0,4
31,1,2
32,0,4
32,1,2
33,0,4
33,1,2
34,0,4
34,1,2
35,0,4
35,1,2
36,0,4
36,1,2
37,0,4
37,1,2
38,0,4
38,1,2
39,0,4
39,1,2
40,0,4
40,1,2
41,0,4
41,1,2
42,0,4
42,1,2
43,0,4
43,1,2
44,0,4
44,1,2
45,0,4
45,1,2
46,0,4
46,1,2
47,0,4
47,1,2
48,0,4
48,1,2
49,0,4
49,1,2
50,0,4
50,1,2
51,0,4
51,1,2
52,0,4
52,1,2
53,0,4
53,1,2
54,0,4
54,1,1
55,0,4
55,1,1
56,0,4
56,1,1
57,0,4
57,1,1
58,0,4
58,1,1
59,0,4
59,1,1
60,0,4
60,1,1
61,0,4
61,1,1
62,0,4
62,1,1
63,0,4
63,1,1
64,0,4
64,1,1
65,0,4
65,1,1
66,0,4
66,1,1
67,0,4
67,1,1
68,0,4
68,1,1
69,0,4
69,1,1
70,0,4
70,1,1
71,0,4
71,1,1
72,0,5
72,1,2
73,0,5
73,1,2
74,0,5
74,1,2
75,0,5
75,1,2
76,0,5
76,1,2
77,0,5
77,1,2
78,0,5
78,1,2
79,0,5
79,1,2
80,0,5
80,1,2
